AGE,GENDER,CITY,FOOD_TYPE,JOB,STATE,AGE GROUP
19,F,Varanasi,Street Food,Government Job,Uttar Pradesh,Young
83,M,Manali,Continental,Self Employed,Himachal Pradesh,Senior Citizen
40,F,Leh,Lebanese,Software Engineer,Jammu,Working
9,F,Muzzafarpur,Chinese,Bank,Bihar,Young
88,M,Manali,Punjabi,Bank,Himachal Pradesh,Senior Citizen
17,F,Baramulla,Continental,MNC,Jammu,Young
3,M,Ghaziabad,Lebanese,CA,Uttar Pradesh,Young
24,F,Amritsar,North Indian,Software Engineer,Punjab,Working
32,M,Bikaner,North Indian,Teacher,Rajasthan,Working
73,F,Bikaner,Punjabi,Self Employed,Rajasthan,Senior Citizen
83,F,Shimla,Chinese,Self Employed,Himachal Pradesh,Senior Citizen
64,F,Pittorgarh,Chinese,Data Scientist,Uttarakhand,Senior Citizen
84,M,Ajmer,Street Food,Bank,Rajasthan,Senior Citizen
34,M,Agra,Thai,MNC,Uttar Pradesh,Working
6,M,Kathua,North Indian,MNC,Jammu,Young
27,M,Nainital,Italian,Service,Uttarakhand,Working
22,M,Faridkot,Continental,Service,Punjab,Working
19,M,Mussoorie,Punjabi,MNC,Uttarakhand,Young
38,M,Agra,Street Food,CA,Uttar Pradesh,Working
97,F,Bareily,North Indian,Bank,Uttar Pradesh,Senior Citizen
14,F,Srinagar,Lebanese,Bank,Jammu,Young
78,M,Darbhanga,Chinese,Service,Bihar,Senior Citizen
24,F,Ludhiana,Italian,Teacher,Punjab,Working
4,M,Amritsar,Continental,Government Job,Punjab,Young
30,F,Alwar,Street Food,CA,Rajasthan,Working
50,F,Patiala,North Indian,CA,Punjab,Working
1,F,Dalhousie,Italian,Government Job,Himachal Pradesh,Young
3,F,Rohtak,Continental,Self Employed,Haryana,Young
28,M,Shimla,Continental,Data Scientist,Himachal Pradesh,Working
94,F,Kathua,Chinese,Teacher,Jammu,Senior Citizen
90,M,Khajjar,Continental,Teacher,Himachal Pradesh,Senior Citizen
82,M,Nainital,Street Food,Bank,Uttarakhand,Senior Citizen
95,F,Patna,Continental,CA,Bihar,Senior Citizen
3,M,Shimla,Chinese,Bank,Himachal Pradesh,Young
3,M,Rewari,Chinese,MNC,Haryana,Young
73,F,Faridabad,Thai,Teacher,Haryana,Senior Citizen
74,F,Muzzafarpur,Mughlai,Government Job,Bihar,Senior Citizen
9,F,Agra,Thai,Software Engineer,Uttar Pradesh,Young
28,M,Jodhpur,Thai,Bank,Rajasthan,Working
43,M,Varanasi,Punjabi,CA,Uttar Pradesh,Working
59,F,Jalandhar,Street Food,Self Employed,Punjab,Working
75,M,Patna,Italian,Service,Bihar,Senior Citizen
22,M,Jaipur,Punjabi,Self Employed,Rajasthan,Working
41,M,Gulmarg,Street Food,Data Scientist,Jammu,Working
78,F,Ghaziabad,Punjabi,Driver,Uttar Pradesh,Senior Citizen
50,M,Rishikesh,Mughlai,Software Engineer,Uttarakhand,Working
67,M,Bhilwara,Mughlai,Bank,Rajasthan,Senior Citizen
71,F,Varanasi,Punjabi,Software Engineer,Uttar Pradesh,Senior Citizen
6,F,Khajjar,North Indian,Data Scientist,Himachal Pradesh,Young
27,M,Rohtak,Chinese,CA,Haryana,Working
36,M,Darbhanga,North Indian,Bank,Bihar,Working
51,F,Jalandhar,Punjabi,Service,Punjab,Working
40,M,Jaipur,Punjabi,Self Employed,Rajasthan,Working
20,F,Gurgaon,Continental,Business,Haryana,Young
75,M,Khajjar,Chinese,Service,Himachal Pradesh,Senior Citizen
62,M,Noida,Lebanese,Business,Uttar Pradesh,Senior Citizen
71,M,Meerut,Lebanese,Driver,Uttar Pradesh,Senior Citizen
82,F,Bhilwara,Mughlai,Driver,Rajasthan,Senior Citizen
80,F,Jodhpur,North Indian,Teacher,Rajasthan,Senior Citizen
1,F,Ludhiana,Italian,Business,Punjab,Young
15,M,Khajjar,Continental,Business,Himachal Pradesh,Young
53,M,Patiala,Continental,Driver,Punjab,Working
56,F,Delhi,Lebanese,Software Engineer,Union Territory,Working
21,M,Noida,Street Food,Teacher,Uttar Pradesh,Working
79,F,Jalandhar,Punjabi,MNC,Punjab,Senior Citizen
10,M,Khannauj,North Indian,Government Job,Uttar Pradesh,Young
69,M,Leh,North Indian,Software Engineer,Jammu,Senior Citizen
86,M,Baramulla,Punjabi,Bank,Jammu,Senior Citizen
70,M,Patna,Italian,Business,Bihar,Senior Citizen
95,M,Gulmarg,North Indian,CA,Jammu,Senior Citizen
7,M,Ghaziabad,Punjabi,Teacher,Uttar Pradesh,Young
93,F,Rohtak,Continental,Business,Haryana,Senior Citizen
45,F,Dras,Mughlai,Driver,Jammu,Working
30,M,Jaisalmer,Continental,Business,Rajasthan,Working
15,F,Kargil,Italian,Driver,Jammu,Young
49,F,Rorkee,Continental,Self Employed,Uttarakhand,Working
45,M,Patna,Continental,Bank,Bihar,Working
24,M,Khannauj,Thai,Driver,Uttar Pradesh,Working
69,F,Una,Thai,Self Employed,Himachal Pradesh,Senior Citizen
46,M,Faridkot,Street Food,MNC,Punjab,Working
39,M,Bareily,North Indian,Government Job,Uttar Pradesh,Working
80,M,Amritsar,Punjabi,MNC,Punjab,Senior Citizen
89,M,Bathinda,Lebanese,Self Employed,Punjab,Senior Citizen
87,M,Bareily,Continental,Government Job,Uttar Pradesh,Senior Citizen
24,M,Patna,Continental,Government Job,Bihar,Working
31,M,Rishikesh,Punjabi,Service,Uttarakhand,Working
12,F,Patna,Mughlai,MNC,Bihar,Young
20,M,Gurgaon,Mughlai,Data Scientist,Haryana,Young
10,M,Ambala,Thai,Software Engineer,Haryana,Young
99,M,Shimla,Lebanese,Self Employed,Himachal Pradesh,Senior Citizen
53,M,Darbhanga,Mughlai,CA,Bihar,Working
95,F,Rajgir,Street Food,Driver,Bihar,Senior Citizen
99,M,Buxar,Continental,Service,Bihar,Senior Citizen
79,F,Chandigarh,Punjabi,MNC,Union Territory,Senior Citizen
73,M,Ghaziabad,Lebanese,Teacher,Uttar Pradesh,Senior Citizen
20,F,Chandigarh,Chinese,CA,Union Territory,Young
86,F,Bikaner,Italian,MNC,Rajasthan,Senior Citizen
71,M,Kasauli,Italian,Teacher,Himachal Pradesh,Senior Citizen
93,M,Ajmer,Thai,Driver,Rajasthan,Senior Citizen
66,M,Dalhousie,Street Food,Business,Himachal Pradesh,Senior Citizen
3,F,Nainital,Lebanese,CA,Uttarakhand,Young
43,F,Rajauri,Continental,Teacher,Jammu,Working
67,F,Delhi,Street Food,CA,Union Territory,Senior Citizen
31,M,Kargil,Chinese,Driver,Jammu,Working
38,M,Mussoorie,Thai,Self Employed,Uttarakhand,Working
7,F,Jammu,North Indian,Driver,Jammu,Young
51,F,Patna,Punjabi,Driver,Bihar,Working
82,F,Nainital,Punjabi,Government Job,Uttarakhand,Senior Citizen
50,F,Hisar,North Indian,Service,Haryana,Working
66,M,Khannauj,Punjabi,MNC,Uttar Pradesh,Senior Citizen
11,F,Leh,Street Food,CA,Jammu,Young
58,M,Dras,Street Food,Driver,Jammu,Working
21,M,Noida,Italian,Service,Uttar Pradesh,Working
46,M,Abohar,Punjabi,CA,Punjab,Working
62,F,Ambala,Street Food,CA,Haryana,Senior Citizen
91,M,Leh,Mughlai,Service,Jammu,Senior Citizen
49,M,Faridkot,Punjabi,CA,Punjab,Working
86,M,Darbhanga,Continental,Business,Bihar,Senior Citizen
57,M,Mussoorie,Continental,Data Scientist,Uttarakhand,Working
56,M,Faridkot,Thai,Software Engineer,Punjab,Working
88,F,Patiala,Italian,Government Job,Punjab,Senior Citizen
5,M,Gulmarg,North Indian,MNC,Jammu,Young
97,M,Kanpur,Italian,CA,Uttar Pradesh,Senior Citizen
80,M,Noida,North Indian,Data Scientist,Uttar Pradesh,Senior Citizen
75,F,Rohtak,Punjabi,Government Job,Haryana,Senior Citizen
37,F,Buxar,Chinese,Driver,Bihar,Working
91,M,Chandigarh,Punjabi,Bank,Union Territory,Senior Citizen
99,M,Patna,Thai,Business,Bihar,Senior Citizen
5,F,Faridabad,Punjabi,Teacher,Haryana,Young
62,F,Haridwar,Thai,Driver,Uttarakhand,Senior Citizen
13,F,Srinagar,North Indian,Bank,Jammu,Young
54,F,Gulmarg,Italian,MNC,Jammu,Working
15,M,Haridwar,Mughlai,Self Employed,Uttarakhand,Young
45,F,Gulmarg,Thai,Government Job,Jammu,Working
59,M,Ludhiana,Italian,Government Job,Punjab,Working
76,F,Meerut,Punjabi,Business,Uttar Pradesh,Senior Citizen
24,M,Khannauj,Street Food,MNC,Uttar Pradesh,Working
55,M,Abohar,Continental,Teacher,Punjab,Working
69,F,Ambala,Mughlai,Software Engineer,Haryana,Senior Citizen
87,F,Khannauj,Chinese,Teacher,Uttar Pradesh,Senior Citizen
68,F,Kathua,Continental,Government Job,Jammu,Senior Citizen
42,M,Ghaziabad,Chinese,Business,Uttar Pradesh,Working
91,F,Buxar,Lebanese,CA,Bihar,Senior Citizen
30,M,Bhilwara,Lebanese,Driver,Rajasthan,Working
66,M,Kasauli,Chinese,Bank,Himachal Pradesh,Senior Citizen
12,F,Rajauri,Thai,Business,Jammu,Young
66,M,Faridabad,Street Food,Business,Haryana,Senior Citizen
32,F,Patna,Thai,MNC,Bihar,Working
23,M,Hisar,Punjabi,Bank,Haryana,Working
93,M,Dras,Street Food,CA,Jammu,Senior Citizen
77,M,Chandigarh,Continental,Government Job,Union Territory,Senior Citizen
84,M,Manali,Mughlai,Software Engineer,Himachal Pradesh,Senior Citizen
69,M,Darbhanga,Thai,Service,Bihar,Senior Citizen
89,M,Abohar,Chinese,Driver,Punjab,Senior Citizen
8,M,Ghaziabad,Continental,Bank,Uttar Pradesh,Young
91,M,Muzzafarpur,Mughlai,Government Job,Bihar,Senior Citizen
70,M,Rewari,Thai,Software Engineer,Haryana,Senior Citizen
11,M,Baramulla,Punjabi,Government Job,Jammu,Young
45,F,Khajjar,Lebanese,Driver,Himachal Pradesh,Working
63,M,Nainital,Chinese,Government Job,Uttarakhand,Senior Citizen
20,M,Khannauj,Punjabi,CA,Uttar Pradesh,Young
84,F,Pathankot,Continental,Self Employed,Punjab,Senior Citizen
89,M,Ajmer,Continental,MNC,Rajasthan,Senior Citizen
30,M,Khannauj,Punjabi,Software Engineer,Uttar Pradesh,Working
26,F,Jammu,Punjabi,Data Scientist,Jammu,Working
31,M,Rohtak,Italian,Driver,Haryana,Working
72,F,Ghaziabad,Lebanese,Teacher,Uttar Pradesh,Senior Citizen
1,F,Manali,Street Food,CA,Himachal Pradesh,Young
66,M,Buxar,Mughlai,Bank,Bihar,Senior Citizen
55,M,Leh,Continental,Bank,Jammu,Working
5,M,Nainital,North Indian,Business,Uttarakhand,Young
65,M,Abohar,Thai,CA,Punjab,Senior Citizen
30,M,Hisar,Thai,Driver,Haryana,Working
83,M,Udaipur,Thai,MNC,Rajasthan,Senior Citizen
64,M,Dalhousie,Italian,Service,Himachal Pradesh,Senior Citizen
16,F,Una,Mughlai,MNC,Himachal Pradesh,Young
75,F,Ambala,Thai,Government Job,Haryana,Senior Citizen
80,M,Rajgir,Lebanese,Driver,Bihar,Senior Citizen
99,F,Bikaner,Continental,Business,Rajasthan,Senior Citizen
68,F,Jalandhar,North Indian,Bank,Punjab,Senior Citizen
89,F,Manali,North Indian,Business,Himachal Pradesh,Senior Citizen
99,M,Hisar,Street Food,Data Scientist,Haryana,Senior Citizen
42,M,Jodhpur,North Indian,Bank,Rajasthan,Working
7,M,Kasauli,Italian,Service,Himachal Pradesh,Young
48,F,Kasauli,Italian,MNC,Himachal Pradesh,Working
40,F,Ludhiana,Punjabi,Driver,Punjab,Working
18,M,Chittorgarh,Italian,Business,Rajasthan,Young
50,M,Faridabad,Punjabi,Data Scientist,Haryana,Working
11,M,Jalandhar,North Indian,Teacher,Punjab,Young
22,F,Kanpur,Punjabi,MNC,Uttar Pradesh,Working
6,M,Meerut,Street Food,Business,Uttar Pradesh,Young
48,F,Gulmarg,North Indian,Government Job,Jammu,Working
73,F,Ambala,Chinese,Bank,Haryana,Senior Citizen
28,F,Rajauri,North Indian,Data Scientist,Jammu,Working
94,M,Ajmer,Italian,Driver,Rajasthan,Senior Citizen
39,F,Patiala,Continental,Driver,Punjab,Working
27,M,Gulmarg,North Indian,Service,Jammu,Working
54,M,Faridabad,Italian,MNC,Haryana,Working
99,M,Jaipur,Punjabi,Bank,Rajasthan,Senior Citizen
19,M,Nainital,Punjabi,Bank,Uttarakhand,Young
66,F,Mussoorie,Lebanese,Self Employed,Uttarakhand,Senior Citizen
7,M,Udaipur,Thai,Government Job,Rajasthan,Young
64,M,Buxar,Chinese,Software Engineer,Bihar,Senior Citizen
3,M,Abohar,Street Food,Driver,Punjab,Young
16,F,Chandigarh,Continental,Government Job,Union Territory,Young
84,F,Hisar,Lebanese,Business,Haryana,Senior Citizen
87,F,Una,Mughlai,Data Scientist,Himachal Pradesh,Senior Citizen
99,F,Kasauli,Punjabi,Bank,Himachal Pradesh,Senior Citizen
90,M,Alwar,Continental,Business,Rajasthan,Senior Citizen
92,F,Kargil,Continental,Software Engineer,Jammu,Senior Citizen
30,M,Hisar,Lebanese,Data Scientist,Haryana,Working
44,F,Bodh Gaya,North Indian,CA,Bihar,Working
85,F,Buxar,Lebanese,Software Engineer,Bihar,Senior Citizen
60,F,Varanasi,Lebanese,MNC,Uttar Pradesh,Working
34,F,Bareily,Lebanese,Business,Uttar Pradesh,Working
41,F,Delhi,Chinese,Driver,Union Territory,Working
78,F,Baramulla,Mughlai,Business,Jammu,Senior Citizen
1,M,Srinagar,Continental,Government Job,Jammu,Young
87,F,Mussoorie,Lebanese,Bank,Uttarakhand,Senior Citizen
99,M,Manali,Chinese,MNC,Himachal Pradesh,Senior Citizen
35,F,Delhi,Chinese,Business,Union Territory,Working
32,M,Khajjar,Street Food,Business,Himachal Pradesh,Working
48,M,Khannauj,Thai,Business,Uttar Pradesh,Working
68,F,Dalhousie,Chinese,CA,Himachal Pradesh,Senior Citizen
18,M,Meerut,Continental,Service,Uttar Pradesh,Young
82,F,Mussoorie,North Indian,CA,Uttarakhand,Senior Citizen
42,F,Udaipur,Chinese,Data Scientist,Rajasthan,Working
99,M,Chandigarh,Thai,Teacher,Union Territory,Senior Citizen
66,M,Buxar,Chinese,Business,Bihar,Senior Citizen
50,F,Kasauli,Mughlai,Self Employed,Himachal Pradesh,Working
17,M,Gulmarg,Mughlai,MNC,Jammu,Young
29,M,Varanasi,Lebanese,Self Employed,Uttar Pradesh,Working
85,M,Dharamshala,North Indian,Driver,Himachal Pradesh,Senior Citizen
42,M,Rewari,Lebanese,Data Scientist,Haryana,Working
20,F,Buxar,Street Food,Service,Bihar,Young
41,M,Ajmer,Lebanese,Teacher,Rajasthan,Working
14,F,Chittorgarh,Italian,Teacher,Rajasthan,Young
55,F,Alwar,Lebanese,Government Job,Rajasthan,Working
10,M,Patiala,Italian,Government Job,Punjab,Young
26,F,Dalhousie,Thai,Service,Himachal Pradesh,Working
14,F,Noida,Italian,Driver,Uttar Pradesh,Young
8,M,Kasauli,Chinese,Business,Himachal Pradesh,Young
24,F,Haridwar,Italian,CA,Uttarakhand,Working
74,F,Ambala,Thai,Service,Haryana,Senior Citizen
29,M,Udaipur,Punjabi,Business,Rajasthan,Working
68,F,Kanpur,Lebanese,Driver,Uttar Pradesh,Senior Citizen
48,M,Hisar,Mughlai,CA,Haryana,Working
59,F,Una,North Indian,Driver,Himachal Pradesh,Working
86,F,Meerut,Lebanese,Software Engineer,Uttar Pradesh,Senior Citizen
28,F,Hisar,Thai,Teacher,Haryana,Working
59,M,Agra,Italian,Data Scientist,Uttar Pradesh,Working
86,M,Jalandhar,Mughlai,Software Engineer,Punjab,Senior Citizen
34,F,Nainital,Continental,Data Scientist,Uttarakhand,Working
38,F,Nainital,Lebanese,Government Job,Uttarakhand,Working
95,F,Pittorgarh,Street Food,CA,Uttarakhand,Senior Citizen
5,F,Shimla,Thai,Teacher,Himachal Pradesh,Young
22,F,Srinagar,Thai,Data Scientist,Jammu,Working
82,F,Noida,Continental,Data Scientist,Uttar Pradesh,Senior Citizen
30,F,Bodh Gaya,Italian,Service,Bihar,Working
26,F,Jaisalmer,Italian,Teacher,Rajasthan,Working
83,F,Haridwar,Mughlai,MNC,Uttarakhand,Senior Citizen
16,M,Chandigarh,Thai,Driver,Union Territory,Young
67,M,Chittorgarh,Mughlai,Business,Rajasthan,Senior Citizen
81,M,Ajmer,Street Food,Service,Rajasthan,Senior Citizen
46,F,Dharamshala,Punjabi,Driver,Himachal Pradesh,Working
14,M,Jaisalmer,Thai,CA,Rajasthan,Young
11,F,Gulmarg,Italian,Business,Jammu,Young
66,F,Pathankot,North Indian,Self Employed,Punjab,Senior Citizen
6,F,Ambala,North Indian,Self Employed,Haryana,Young
45,M,Kasauli,North Indian,Data Scientist,Himachal Pradesh,Working
98,F,Bodh Gaya,Chinese,Driver,Bihar,Senior Citizen
39,M,Kargil,Thai,CA,Jammu,Working
49,M,Rewari,Mughlai,Government Job,Haryana,Working
6,F,Pittorgarh,Punjabi,Government Job,Uttarakhand,Young
29,F,Jaipur,Thai,CA,Rajasthan,Working
77,M,Dras,Punjabi,Teacher,Jammu,Senior Citizen
87,M,Dalhousie,Chinese,MNC,Himachal Pradesh,Senior Citizen
52,M,Udaipur,Lebanese,Data Scientist,Rajasthan,Working
40,M,Ambala,Mughlai,Self Employed,Haryana,Working
72,M,Mussoorie,Italian,CA,Uttarakhand,Senior Citizen
50,M,Patna,Italian,CA,Bihar,Working
18,M,Rewari,Punjabi,Self Employed,Haryana,Young
33,F,Jodhpur,Punjabi,Government Job,Rajasthan,Working
50,F,Gurgaon,Chinese,Teacher,Haryana,Working
27,M,Noida,Mughlai,Business,Uttar Pradesh,Working
69,F,Dalhousie,Street Food,MNC,Himachal Pradesh,Senior Citizen
93,M,Kathua,Thai,MNC,Jammu,Senior Citizen
19,M,Leh,Thai,Data Scientist,Jammu,Young
31,F,Kathua,North Indian,MNC,Jammu,Working
46,M,Jammu,Thai,Driver,Jammu,Working
38,F,Amritsar,Chinese,Driver,Punjab,Working
24,M,Kullu,Italian,Service,Himachal Pradesh,Working
1,M,Noida,Thai,Service,Uttar Pradesh,Young
59,F,Una,Mughlai,Driver,Himachal Pradesh,Working
62,F,Alwar,Italian,Government Job,Rajasthan,Senior Citizen
20,M,Chandigarh,Lebanese,CA,Union Territory,Young
78,F,Muzzafarpur,Street Food,Business,Bihar,Senior Citizen
44,F,Abohar,Street Food,MNC,Punjab,Working
15,M,Kanpur,Mughlai,Driver,Uttar Pradesh,Young
96,F,Dalhousie,North Indian,Bank,Himachal Pradesh,Senior Citizen
55,M,Dras,Lebanese,Data Scientist,Jammu,Working
5,F,Gurgaon,Chinese,Self Employed,Haryana,Young
71,M,Pathankot,Italian,Self Employed,Punjab,Senior Citizen
13,F,Muzzafarpur,Lebanese,Driver,Bihar,Young
30,F,Rajauri,Italian,Bank,Jammu,Working
10,F,Pathankot,Continental,Software Engineer,Punjab,Young
54,M,Rewari,Thai,Service,Haryana,Working
22,M,Shimla,Punjabi,Data Scientist,Himachal Pradesh,Working
75,M,Hisar,Punjabi,MNC,Haryana,Senior Citizen
73,F,Bareily,Lebanese,Service,Uttar Pradesh,Senior Citizen
69,M,Ambala,Punjabi,Government Job,Haryana,Senior Citizen
47,F,Bhilwara,Thai,Teacher,Rajasthan,Working
78,F,Muzzafarpur,North Indian,Teacher,Bihar,Senior Citizen
1,M,Rewari,Lebanese,MNC,Haryana,Young
89,F,Ambala,Thai,Bank,Haryana,Senior Citizen
63,M,Haridwar,Thai,Software Engineer,Uttarakhand,Senior Citizen
59,M,Khajjar,Street Food,Government Job,Himachal Pradesh,Working
40,F,Rohtak,Chinese,Service,Haryana,Working
89,M,Agra,Street Food,Bank,Uttar Pradesh,Senior Citizen
94,M,Rajgir,Thai,Service,Bihar,Senior Citizen
85,F,Bhilwara,Italian,Bank,Rajasthan,Senior Citizen
73,F,Gurgaon,Mughlai,Service,Haryana,Senior Citizen
82,F,Shimla,Chinese,Service,Himachal Pradesh,Senior Citizen
23,F,Kanpur,Chinese,Data Scientist,Uttar Pradesh,Working
2,F,Rajgir,Thai,CA,Bihar,Young
46,M,Rohtak,Mughlai,Bank,Haryana,Working
6,F,Hisar,Mughlai,Driver,Haryana,Young
41,F,Patiala,Punjabi,Government Job,Punjab,Working
32,M,Kullu,Mughlai,Driver,Himachal Pradesh,Working
75,F,Mussoorie,North Indian,Government Job,Uttarakhand,Senior Citizen
30,F,Gulmarg,North Indian,MNC,Jammu,Working
42,M,Dalhousie,Mughlai,Software Engineer,Himachal Pradesh,Working
48,M,Rorkee,Continental,CA,Uttarakhand,Working
17,F,Khajjar,Street Food,Bank,Himachal Pradesh,Young
55,M,Noida,Chinese,Software Engineer,Uttar Pradesh,Working
21,F,Rohtak,Mughlai,MNC,Haryana,Working
57,M,Haridwar,Chinese,Software Engineer,Uttarakhand,Working
97,F,Khannauj,Thai,Teacher,Uttar Pradesh,Senior Citizen
51,F,Rajgir,Thai,CA,Bihar,Working
15,F,Muzzafarpur,Thai,Data Scientist,Bihar,Young
88,F,Hisar,Lebanese,Teacher,Haryana,Senior Citizen
86,M,Kanpur,Italian,Government Job,Uttar Pradesh,Senior Citizen
88,F,Dras,Lebanese,Government Job,Jammu,Senior Citizen
2,M,Faridkot,Lebanese,Government Job,Punjab,Young
45,M,Ambala,Chinese,Bank,Haryana,Working
30,M,Dharamshala,Punjabi,Driver,Himachal Pradesh,Working
74,M,Rohtak,Italian,Business,Haryana,Senior Citizen
10,F,Bikaner,Lebanese,Business,Rajasthan,Young
99,F,Abohar,Lebanese,Teacher,Punjab,Senior Citizen
84,F,Bathinda,Mughlai,CA,Punjab,Senior Citizen
56,M,Darbhanga,Continental,Bank,Bihar,Working
53,M,Kanpur,Italian,Driver,Uttar Pradesh,Working
9,M,Kathua,Thai,Business,Jammu,Young
77,F,Jammu,Chinese,Government Job,Jammu,Senior Citizen
79,M,Faridabad,North Indian,Self Employed,Haryana,Senior Citizen
37,F,Ajmer,Street Food,Government Job,Rajasthan,Working
61,M,Udaipur,Street Food,Self Employed,Rajasthan,Senior Citizen
25,M,Faridabad,Continental,Software Engineer,Haryana,Working
42,F,Jaisalmer,Chinese,Bank,Rajasthan,Working
33,M,Haridwar,Punjabi,Business,Uttarakhand,Working
57,F,Kullu,Punjabi,Data Scientist,Himachal Pradesh,Working
48,F,Patna,Italian,Business,Bihar,Working
29,F,Udaipur,Lebanese,Business,Rajasthan,Working
92,F,Rohtak,Thai,Driver,Haryana,Senior Citizen
60,M,Rewari,Street Food,Self Employed,Haryana,Working
90,M,Dharamshala,Lebanese,Business,Himachal Pradesh,Senior Citizen
92,F,Buxar,Thai,Government Job,Bihar,Senior Citizen
53,F,Kasauli,Punjabi,Service,Himachal Pradesh,Working
68,M,Muzzafarpur,Thai,Driver,Bihar,Senior Citizen
44,F,Gulmarg,Lebanese,Business,Jammu,Working
92,M,Una,North Indian,Service,Himachal Pradesh,Senior Citizen
76,M,Jalandhar,Street Food,Software Engineer,Punjab,Senior Citizen
51,M,Khannauj,Continental,Service,Uttar Pradesh,Working
69,F,Pittorgarh,Thai,Self Employed,Uttarakhand,Senior Citizen
41,M,Faridkot,North Indian,Service,Punjab,Working
78,M,Kullu,North Indian,Business,Himachal Pradesh,Senior Citizen
63,F,Meerut,Continental,Data Scientist,Uttar Pradesh,Senior Citizen
95,M,Kullu,Italian,Government Job,Himachal Pradesh,Senior Citizen
38,M,Alwar,Mughlai,Self Employed,Rajasthan,Working
38,F,Varanasi,Street Food,Teacher,Uttar Pradesh,Working
30,M,Khajjar,Lebanese,Driver,Himachal Pradesh,Working
12,M,Nainital,Chinese,Government Job,Uttarakhand,Young
26,M,Jodhpur,Mughlai,Data Scientist,Rajasthan,Working
44,F,Darbhanga,Punjabi,Business,Bihar,Working
79,F,Rajauri,Punjabi,Bank,Jammu,Senior Citizen
22,F,Jodhpur,Punjabi,CA,Rajasthan,Working
71,M,Buxar,North Indian,Data Scientist,Bihar,Senior Citizen
68,F,Dalhousie,Street Food,Government Job,Himachal Pradesh,Senior Citizen
23,M,Rewari,Chinese,Bank,Haryana,Working
10,M,Jodhpur,Continental,MNC,Rajasthan,Young
97,F,Ludhiana,Lebanese,Teacher,Punjab,Senior Citizen
43,M,Baramulla,Mughlai,Self Employed,Jammu,Working
26,F,Baramulla,Punjabi,Teacher,Jammu,Working
82,M,Varanasi,Lebanese,Government Job,Uttar Pradesh,Senior Citizen
73,F,Kasauli,North Indian,Software Engineer,Himachal Pradesh,Senior Citizen
81,F,Baramulla,Mughlai,Business,Jammu,Senior Citizen
21,F,Ghaziabad,Mughlai,CA,Uttar Pradesh,Working
26,M,Ajmer,Mughlai,Software Engineer,Rajasthan,Working
9,M,Delhi,Punjabi,Teacher,Union Territory,Young
55,F,Mussoorie,North Indian,Bank,Uttarakhand,Working
